titulo,tipo,lugar,distrito,fecha_inicio,fecha_fin,url
A taste of the moon,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán),TETUAN,jueves 29 de mayo de 2025,jueves 29 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/A-taste-of-the-moon/?vgnextfmt=default&vgnextoid=7911528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Magia con Pablo,Sin tipo,Centro Sociocultural Blasco Ibáñez (Carabanchel),CARABANCHEL,viernes 30 de mayo de 2025,viernes 30 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Magia-con-Pablo/?vgnextfmt=default&vgnextoid=c880de091cb66910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Exposición  alumnos infantil taller de pintura Centro cultural Antonio Machado,EXPOSICIONES,Centro Cultural Antonio Machado (San Blas - Canillejas),SAN BLAS-CANILLEJAS,viernes 30 de mayo de 2025,viernes 13 de junio de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Exposicion-alumnos-infantil-taller-de-pintura-Centro-cultural-Antonio-Machado/?vgnextfmt=default&vgnextoid=8d31753d40c66910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Había una vez una iguana',"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Ciudad Lineal (Ciudad Lineal),CIUDAD LINEAL,viernes 30 de mayo de 2025,viernes 30 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Habia-una-vez-una-iguana-/?vgnextfmt=default&vgnextoid=2b75528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El príncipe que quería ser rey,TEATRO PERFOMANCE,Centro Cultural Zazuar (Villa de Vallecas),Sin distrito,viernes 30 de mayo de 2025,viernes 30 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-principe-que-queria-ser-rey/?vgnextfmt=default&vgnextoid=dd602d8dae976910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Talleres infantiles en la plaza del Pueblo,CURSOS Y TALLERES,Sin lugar,Sin distrito,viernes 30 de mayo de 2025,viernes 30 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Talleres-infantiles-en-la-plaza-del-Pueblo/?vgnextfmt=default&vgnextoid=f321ce25e2186910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Espectáculo infantil: ` Pomp Art´,CIRCO MAGIA,Centro Sociocultural Bohemios (Villaverde),VILLAVERDE,viernes 30 de mayo de 2025,viernes 30 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Espectaculo-infantil-Pomp-Art/?vgnextfmt=default&vgnextoid=3a58aa6408766910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuentos mágicos,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Centro Cultural Federico Chueca (Hortaleza),HORTALEZA,viernes 30 de mayo de 2025,viernes 30 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentos-magicos/?vgnextfmt=default&vgnextoid=1c1894b983686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Pequemonstro - Teatro de Carmen (Región de Murcia),"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            MADRID DESTINO",Teatro Municipal de Títeres,RETIRO,sábado 31 de mayo de 2025,domingo 1 de junio de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pequemonstro-Teatro-de-Carmen-Region-de-Murcia-/?vgnextfmt=default&vgnextoid=9da1e7bd62dc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La Sirenita,"MÚSICA, 
            
            TEATRO PERFOMANCE",Junta Municipal del Distrito de Usera,USERA,sábado 31 de mayo de 2025,sábado 31 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-Sirenita/?vgnextfmt=default&vgnextoid=24d76267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Pasaporte al espacio,CINE ACTIVIDADES AUDIOVISUALES,Centro Sociocultural San Fermín (Usera),USERA,sábado 31 de mayo de 2025,sábado 31 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pasaporte-al-espacio/?vgnextfmt=default&vgnextoid=077403a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Las Aventuras de Tintín: El Secreto del Unicornio”. (2011 Las Aventuras de Tintín: El Secreto del Unicornio – Eric Brevig).,Sin tipo,Centro Sociocultural Tetuán,TETUAN,sábado 31 de mayo de 2025,sábado 31 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Las-Aventuras-de-Tintin-El-Secreto-del-Unicornio-2011-Las-Aventuras-de-Tintin-El-Secreto-del-Unicornio-Eric-Brevig-/?vgnextfmt=default&vgnextoid=d430826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
¡Soy el chico/a del tiempo!,CURSOS Y TALLERES,Centro de Educación Ambiental y Cultural Maris Stella (Usera),USERA,sábado 31 de mayo de 2025,sábado 31 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Soy-el-chico-a-del-tiempo-/?vgnextfmt=default&vgnextoid=7a86826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La niña bombera,"ACTIVIDADES CALLE, ARTE URBANO",Parque de Amós Acero,PUENTE DE VALLECAS,sábado 31 de mayo de 2025,sábado 31 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-nina-bombera/?vgnextfmt=default&vgnextoid=c2c91dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Partida de rol: Cthulhu en la biblioteca,CURSOS Y TALLERES,Biblioteca Pública Municipal Iván de Vargas (Centro),CENTRO,sábado 31 de mayo de 2025,sábado 31 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Partida-de-rol-Cthulhu-en-la-biblioteca/?vgnextfmt=default&vgnextoid=0def9aa342165910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La historia interminable,CINE ACTIVIDADES AUDIOVISUALES,Teatro Municipal de Vallecas,VILLA DE VALLECAS,sábado 31 de mayo de 2025,sábado 31 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-historia-interminable/?vgnextfmt=default&vgnextoid=29b8a194b1fa5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Animalitos en la granja,Sin tipo,Centro Cultural El Plantío (Moncloa - Aravaca),MONCLOA-ARAVACA,sábado 31 de mayo de 2025,sábado 31 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Animalitos-en-la-granja/?vgnextfmt=default&vgnextoid=13f8fa9f39b76910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"INFANTIL - CUENTACUENTOS. “Kalevala, un viaje mágico” por Cecilia Anahí",TEATRO PERFOMANCE,Auditorio Carmen Laforet (Ciudad Lineal),CIUDAD LINEAL,sábado 31 de mayo de 2025,sábado 31 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/INFANTIL-CUENTACUENTOS-Kalevala-un-viaje-magico-por-Cecilia-Anahi/?vgnextfmt=default&vgnextoid=2edad5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Coral voces bravas,"TEATRO PERFOMANCE, 
            
            EXPOSICIONES",Centro Cultural Galileo (Chamberí),CHAMBERI,sábado 31 de mayo de 2025,sábado 31 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Coral-voces-bravas/?vgnextfmt=default&vgnextoid=7a5dd5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Musical Infantil Chispitas,MÚSICA,Centro Cultural Meseta de Orcasitas (Usera),USERA,sábado 31 de mayo de 2025,sábado 31 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Musical-Infantil-Chispitas/?vgnextfmt=default&vgnextoid=5361ce25e2186910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Desmontando la zarzuela,"FIESTAS DE  SAN ISIDRO, 
            
            TEATRO PERFOMANCE, 
            
            MADRID DESTINO",Centro Sociocultural Maestro Alonso (Salamanca),SALAMANCA,sábado 31 de mayo de 2025,sábado 31 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Desmontando-la-zarzuela/?vgnextfmt=default&vgnextoid=533891fa37586910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Misión espacial,TEATRO PERFOMANCE,Parque Alfredo Kraus,HORTALEZA,sábado 31 de mayo de 2025,sábado 31 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mision-espacial/?vgnextfmt=default&vgnextoid=17127665fa006910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Tres historias tres - Ángeles de trapo (Andalucía),"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            MADRID DESTINO",Teatro Municipal de Títeres,RETIRO,sábado 7 de junio de 2025,domingo 8 de junio de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Tres-historias-tres-Angeles-de-trapo-Andalucia-/?vgnextfmt=default&vgnextoid=7a6dfc4d352d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La Principita,TEATRO PERFOMANCE,Centro Cultural Casa de Vacas (Retiro),RETIRO,sábado 14 de junio de 2025,sábado 14 de junio de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-Principita/?vgnextfmt=default&vgnextoid=74266762d68a5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Caperucita roja - El retablo (Madrid),"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            MADRID DESTINO",Teatro Municipal de Títeres,RETIRO,sábado 14 de junio de 2025,domingo 15 de junio de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Caperucita-roja-El-retablo-Madrid-/?vgnextfmt=default&vgnextoid=d30de7bd62dc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Mari la mariquita,Sin tipo,Centro de Información y Educación Ambiental de El Huerto de El Retiro,RETIRO,domingo 15 de junio de 2025,domingo 15 de junio de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mari-la-mariquita/?vgnextfmt=default&vgnextoid=a9a40b57897d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Planeta Tierra - Títeres Sol y Tierra (Madrid),"CUENTACUENTOS, TÍTERES Y MARIONETAS",Teatro Municipal de Títeres,RETIRO,sábado 21 de junio de 2025,domingo 22 de junio de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Planeta-Tierra-Titeres-Sol-y-Tierra-Madrid-/?vgnextfmt=default&vgnextoid=1cb6fc4d352d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Campamento del Price (7 y 8 años),"CIRCO MAGIA, 
            
            CURSOS Y TALLERES, 
            
            CAMPAMENTOS",Teatro Circo Price,ARGANZUELA,lunes 23 de junio de 2025,viernes 18 de julio de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamento-del-Price-7-y-8-anos-/?vgnextfmt=default&vgnextoid=2bd7c6d055f16910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Campamento del Price (9 y 10 años),"CIRCO MAGIA, 
            
            CAMPAMENTOS",Teatro Circo Price,ARGANZUELA,lunes 23 de junio de 2025,viernes 18 de julio de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamento-del-Price-9-y-10-anos-/?vgnextfmt=default&vgnextoid=ebdb68a247f16910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Campamento del Price (11 y 12 años),"CURSOS Y TALLERES, 
            
            CAMPAMENTOS",Teatro Circo Price,ARGANZUELA,lunes 23 de junio de 2025,viernes 18 de julio de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamento-del-Price-11-y-12-anos-/?vgnextfmt=default&vgnextoid=42dc68a247f16910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Campamentos de verano 2025 en Puente de Vallecas,"ACTIVIDADES CALLE, ARTE URBANO, 
            
            CAMPAMENTOS",Sin lugar,Sin distrito,lunes 23 de junio de 2025,viernes 5 de septiembre de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamentos-de-verano-2025-en-Puente-de-Vallecas/?vgnextfmt=default&vgnextoid=5c4cb1e2d1745910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Campamento de Verano 2025 en Villaverde,CAMPAMENTOS,Sin lugar,Sin distrito,lunes 23 de junio de 2025,jueves 31 de julio de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamento-de-Verano-2025-en-Villaverde/?vgnextfmt=default&vgnextoid=50838bbda3026910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Campamentos de verano 2025 para menores nacidos 2013-2021,CAMPAMENTOS,Colegio Público Martínez Montañés,MORATALAZ,lunes 23 de junio de 2025,viernes 29 de agosto de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamentos-de-verano-2025-para-menores-nacidos-2013-2021/?vgnextfmt=default&vgnextoid=2d886d2112286910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Verde que te quiero verde - Zaguán Teatro (Castilla La Mancha),"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            MADRID DESTINO",Teatro Municipal de Títeres,RETIRO,sábado 28 de junio de 2025,domingo 29 de junio de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Verde-que-te-quiero-verde-Zaguan-Teatro-Castilla-La-Mancha-/?vgnextfmt=default&vgnextoid=c173e7bd62dc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Los más pequeños también plantamos,Sin tipo,Centro de Información y Educación Ambiental de El Huerto de El Retiro,RETIRO,domingo 29 de junio de 2025,domingo 29 de junio de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Los-mas-pequenos-tambien-plantamos/?vgnextfmt=default&vgnextoid=619e0b57897d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Campamento urbano de verano en Usera,CAMPAMENTOS,Sin lugar,Sin distrito,martes 1 de julio de 2025,viernes 5 de septiembre de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamento-urbano-de-verano-en-Usera/?vgnextfmt=default&vgnextoid=514e2e4d2e136910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Campamentos de verano 2025 para adolescentes nacidos 2009-2012,CAMPAMENTOS,Sin lugar,Sin distrito,lunes 7 de julio de 2025,viernes 18 de julio de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamentos-de-verano-2025-para-adolescentes-nacidos-2009-2012/?vgnextfmt=default&vgnextoid=8c696d2112286910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
