título,descripción,edad,inscripción,periodicidad,día_días,horario,fecha,lugar_nombre,lugar_dirección,precio,recomendación,url_ampliar_info,url_imagen,url_actividad
Taller de cómic (juvenil) Biblioteca Gerardo Diego,"Son talleres de creación dirigidos a dar a conocer la historia y la fase creativa de la ilustración de la novela gráfica, a través de sus diversas escuelas.",de 12 a 17 años,Para participar es necesario realizar inscripción previa a través de este enlace.,quincenal,viernes,de 18 a 19:30 horas,Del viernes 7 de febrero de 2025 al viernes 30 de mayo de 2025,Biblioteca Pública Municipal Gerardo Diego (Villa de Vallecas),"CALLE MONTE AYA, 12 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-de-comic-juvenil-/?vgnextfmt=default&vgnextoid=21894861ee4e6810VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/ActividadesBPM/Actividades_Infantiles_Juveniles/Talleres/ficheros/taller_c%C3%B3mic_260.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-de-comic-juvenil-Biblioteca-Gerardo-Diego/?vgnextfmt=default&vgnextoid=1c7b5d06cd165910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Chatines: club de lectura infantil,¿Qué es el Club de Lectura Chatines?,entre 9 y 12 años,El proceso de inscripción ha finalizado. Inscríbete en este enlace.,No especificada,jueves,de 17:30 a 18:30 horas,Del jueves 27 de febrero de 2025 al jueves 19 de junio de 2025,Biblioteca Pública Municipal Dámaso Alonso (Chamartín),"CALLE MANUEL FERRERO, 1 28036 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/Actividades/Actividades_Infantiles_Juveniles/Club%20Lectura/ficheros/ClubLecturaD%C3%A1maso_260.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Chatines-club-de-lectura-infantil/?vgnextfmt=default&vgnextoid=146e23279fad4910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller de ajedrez avanzado (infantil-juvenil) Biblioteca María Lejárraga,"Taller avanzado para el perfeccionamiento de la práctica del ajedrez, deporte de reconocidos beneficios a nivel cognitivo e intelectual que mejora la memoria, la concentración y permite ejercitar ambos hemisferios cerebrales.",de 6 a 17 años,Para participar es impresindible realizar inscripción previa en este enlace.,semanal,miércoles,de 18:30 a 19:30 horas,Del miércoles 19 de marzo de 2025 al miércoles 4 de junio de 2025,Biblioteca Pública Municipal María Lejárraga (Hortaleza),"CALLE PRINCESA DE EBOLI, 29 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-de-ajedrez-infantil-juvenil-/?vgnextfmt=default&vgnextoid=b9624861ee4e6810VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/ActividadesBPM/2018/TalleresAdultos/TalleresCulturales/ficheros/Ajedrez_260x260.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-de-ajedrez-avanzado-infantil-juvenil-Biblioteca-Maria-Lejarraga/?vgnextfmt=default&vgnextoid=991163008c7c5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Manualidades,"Taller de manualidades ideado, coordinado y ejecutado por mujeres del barrio.",de 6 a 12 años,El proceso de inscripción finaliza el 23/06/2025. Inscríbete en este enlace.,mensual,martes,de 18 a 19:30 horas,Del martes 25 de marzo de 2025 al martes 24 de junio de 2025,Biblioteca Pública Municipal Gabriel García Márquez (Usera),"PLAZA PUEBLO, 2 (CENTRO CULTURAL ORCASUR) 28041 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/Actividades/Actividades_Infantiles_Juveniles/Talleres/ficheros/ManualidadesGarc%C3%ADa_260.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Manualidades/?vgnextfmt=default&vgnextoid=3da790ec79b45910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Talleres de Price (De 7 a 9 años),¡Diviértete aprendiendo mientras descubres todo lo que eres capaz de hacer!,de 7 a 9 años,No especificada,No especificada,sábado,De 10 a 12 horas,Del sábado 29 de marzo de 2025 al sábado 14 de junio de 2025,Teatro Circo Price,"RONDA ATOCHA, 35 28012 MADRID",No especificado,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadWeb/UGBBDD/MadridDestino/ficheros/MADRID_DESTINO_158315_es.jpeg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Talleres-de-Price-De-7-a-9-anos-/?vgnextfmt=default&vgnextoid=f981045e3fd15910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Talleres del Price (5 y 6 años),¡Diviértete aprendiendo mientras descubres todo lo que eres capaz de hacer!,5 y 6 años,No especificada,No especificada,sábado,De 10 a 12 h,Del sábado 29 de marzo de 2025 al sábado 14 de junio de 2025,Teatro Circo Price,"RONDA ATOCHA, 35 28012 MADRID",Abono trimestral (10 sesiones): 140 euros. Abono 5 sesiones: 90 euros,No especificado,No disponible,https://www.madrid.es/UnidadWeb/UGBBDD/MadridDestino/ficheros/MADRID_DESTINO_158316_es.jpeg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Talleres-del-Price-5-y-6-anos-/?vgnextfmt=default&vgnextoid=12a1045e3fd15910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
HOP!,Los Absurdos Teatro nos traen un paseo teatralizado por la historia del Circo Price.,sus anécdotas y su importancia como centro cultural del Madrid de los últimos 150 años,No especificada,No especificada,No especificado,a las 11 horas,"20 de abril, 18 de mayo y 15 de junio de 2025.",Teatro Circo Price,"RONDA ATOCHA, 35 28012 MADRID",No especificado,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadWeb/UGBBDD/MadridDestino/ficheros/MADRID_DESTINO_164792_es.jpeg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/HOP-/?vgnextfmt=default&vgnextoid=95698cdcd77d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Campamentos urbanos de verano 2025. Distrito Arganzuela,"Se realizarán actividades de ocio lúdico-educativas, incluyendo los servicios de desayuno y comida. La actividad será gratuita y se ofertarán 240 plazas durante el mes de julio y 150 plazas durante los días de junio y 180 plazas por centro durante el mes de agosto y septiembre. En total 1.170 plazas durante todo el verano.",Niños y niñas de 4 años a 12 años,No especificada,No especificada,domingo,30 a 9 horas: horario de acogida,De junio a agosto de 2025,Colegio Público Plácido Domingo,"CALLE TEJO, 5 28045 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Arganzuela/ficheros/campa2025arganzuela.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamentos-urbanos-de-verano-2025-Distrito-Arganzuela/?vgnextfmt=default&vgnextoid=0f5297c7fe556910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Ronda de libros,"Este trimestre los participantes harán una excursión por la selva en la que encontrarán muchos animales y con algún personaje literario conocido, iremos por la ciudad y entraremos en las casas de los protagonistas de los cuentos y finalmente haremos un divertido viaje por un mar de colores explorando la flora y la fauna de tan enigmático lugar.",de 1 a 3 años,Inscripciones.,No especificada,sábado,11:30 horas,"Sábados 26 de abril, 10 de mayo y 7 de junio 2025.",Casa del Lector,"PASEO CHOPERA, 14 28045 MADRID",No especificado,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadWeb/UGBBDD/MadridDestino/ficheros/MADRID_DESTINO_164784_es.jpeg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Ronda-de-libros/?vgnextfmt=default&vgnextoid=d2398cdcd77d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Talleres para niños de 4 a 14 años,,de 4 a 14 años,El proceso de inscripción ha finalizado,No especificada,sábado,No especificado,Del sábado 26 de abril de 2025 al sábado 28 de junio de 2025,Centro Sociocultural Juvenil de Moratalaz,"CALLE FUENTE CARRANTONA, 10 28030 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadesDescentralizadas/DistritoMoratalaz/Actividades/2025/Marzo/ficheros/colored-pencils-4031668_1280.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Talleres-para-ninos-de-4-a-14-anos/?vgnextfmt=default&vgnextoid=fe309f9cfb7b5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Campamento urbano de Semana Santa. Distrito Retiro,"Campamento urbano de verano 2025 ofertado por el distrito de Retiro y prestado por la empresa Siete Estrellas Educación y Ocio, S.L.U.",No especificada,El proceso de inscripción comienza el 06/05/2025 y finaliza el 14/05/2025. La inscripción incorpora un apartado en el que nos deben indicar el horario de recogida de niñas y niños y adolescentes.,No especificada,"lunes, viernes",De 9 a 16:30 horas,Del martes 29 de abril de 2025 al viernes 5 de septiembre de 2025,Colegio Público Ciudad de Roma,"CALLE JUAN ESPLANDIU, 2 28007 MADRID",No especificado,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadesDescentralizadas/DistritoRetiro/FICHEROS/FICHEROS%20ACTIVIDADES%20MAYO/campaverano.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamento-urbano-de-Semana-Santa-Distrito-Retiro/?vgnextfmt=default&vgnextoid=63144a9ad0e15910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Campamento urbano Chamartín Verano 2025,Lugar de realización :,entre 3 y 12 años,"El proceso de inscripción finaliza el 13/05/2025. - En caso caso de haber más inscripciones que plazas ofertadas, y haber tenido más del 50% de faltas de asistencia sin justificar Campamento de Semana Santa, estas solicitudes pasarán directamente a lista de espera.",No especificada,"miércoles, domingo",No especificado,Del miércoles 30 de abril de 2025 al domingo 7 de septiembre de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadesDescentralizadas/DistritoChamartin/Actividades/CampamentoVerano/Campamento%20urbano%20de%20verano%202025/ficheros%20campamento%20verano/cartel%20campamento%20chamartin%202025.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamento-urbano-Chamartin-Verano-2025/?vgnextfmt=default&vgnextoid=2f3ac7a730786910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Bulevarte 2025,Vive tu Bulevar... ¡Disfruta tu Bulevar!,No especificada,No especificada,mensual,"lunes, domingo",de 11 a 21:30 horas,Del 1 al 7 de mayo y del 28 al 31 de julio de 2025.,Jardín del Bulevar de Peña Gorbea,"CALLE PEÑA GORBEA, 17 B 28053 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/PuenteVallecas/Actividades/ficheros/0108Bulevarte.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Bulevarte-2025/?vgnextfmt=default&vgnextoid=ee0797abaa766910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Deportes populares y tradicionales para familias,Para todos los públicos.,No especificada,Sin inscripción previa,No especificada,sábado,No especificado,Del jueves 1 de mayo de 2025 al lunes 30 de junio de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Programacion-Cultural-Chamberi/?vgnextfmt=default&vgnextoid=5ea6daba65bc4910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadesDescentralizadas/DistritoChamberi/Actividades/Eventos/ficheros/deportes%20populares.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Deportes-populares-y-tradicionales-para-familias/?vgnextfmt=default&vgnextoid=c60bd1fe5a086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Actividades por el día 2 de mayo,Celebración del Día de la Comunidad de Madrid con diversas actividades:,No especificada,No especificada,No especificada,viernes,a las 17:30 horas,Viernes 2 de mayo de 2025,Auditorio Municipal al aire libre Lola Camarena,"AVENIDA LA GAVIA, 13 28051 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/VillaVallecas/Actividades/ficheros/0305Fiesta.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-por-el-dia-2-de-mayo/?vgnextfmt=default&vgnextoid=1b55ced21c666910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Gran concurso de la maternidad en el mundo animal,Taller. De 11 a 12 horas.,a partir de 5 años,No especificada,No especificada,viernes,De 11 a 12 horas,Viernes 2 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera),"CALLE DOCTOR TOLOSA LATOUR, 16 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-de-Educacion-Ambiental-y-Cultural-Maris-Stella/?vgnextfmt=default&vgnextoid=4e25ce5179e61910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Usera/ProgramacionCulturalUsera/MarisStella/ficheros/0503_Concurso_Maternidad.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Gran-concurso-de-la-maternidad-en-el-mundo-animal/?vgnextfmt=default&vgnextoid=9eb630cd70266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Érase una vez un pato - Teatro La Proa (Cuba),"La noticia sobre la existencia de una extraña y peligrosa ave es el detonante para que el titiritero Gatillo seduzca a sus amigos, el Guardabosque y el Biólogo, y les haga interpretar la historia de un Pato vanidoso e inconforme que intenta convertirse en Rey. Para lograrlo, el Pato engaña a los animales que se encuentra a su paso, a quienes les roba. Al transformarse con atributos ajenos, el Pato es víctima de su ambición. “Érase una vez un pato” es una parábola titiritera contra el egoísmo y la superficialidad. Es un canto a la autoaceptación y al reconocimiento de los verdaderos valores de la vida.",a partir de 6 años,No especificada,No especificada,"sábado, domingo",a las 18 horas,Del sábado 3 de mayo de 2025 al domingo 4 de mayo de 2025,Teatro Municipal de Títeres. Parque de El Retiro,"AVENIDA MÉXICO, 4 (Parque de El Retiro. Entrada por Puerta de la Independencia) 28009 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/ActividadesPorEntidades/TeatroTiteres/ficheros/0505Pato.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Erase-una-vez-un-pato-Teatro-La-Proa-Cuba-/?vgnextfmt=default&vgnextoid=3d89bf4aebf85910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Womagis,Edad recomendada de 3 a 9 años.,de 3 a 9 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 3 de mayo de 2025,Centro Cultural Casa de Vacas (Retiro),"PASEO COLOMBIA, 1 28009 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadesDescentralizadas/DistritoRetiro/FICHEROS/FICHEROS%20ACTIVIDADES%20MAYO/womagis.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Womagis/?vgnextfmt=default&vgnextoid=e6ee826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
REUTILIZ-ARTE: Mayo el mes de las flores,Taller de 11 a 12:30 horas.,a partir de 6 años,No especificada,No especificada,sábado,de 11 a 12:30 horas,Sábado 3 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera),"CALLE DOCTOR TOLOSA LATOUR, 16 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-de-Educacion-Ambiental-y-Cultural-Maris-Stella/?vgnextfmt=default&vgnextoid=4e25ce5179e61910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Usera/ProgramacionCulturalUsera/MarisStella/ficheros/0504_Taller_ReutilizArte.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/REUTILIZ-ARTE-Mayo-el-mes-de-las-flores/?vgnextfmt=default&vgnextoid=5978cbdaa1266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La magia existe,"EL mago Héctor, de la escuela de Ana Tamariz, os llenara de ilusión con una magia que rescatara al niñ@ que llevamos dentro…Apariciones, desapariciones, variedad de juegos y magia participativa es su especialidad.",No especificada,No especificada,No especificada,sábado,a las 19 horas,Sábado 3 de mayo de 2025,Parque de Amós Acero,"CALLE SIERRA MOLINA, 1 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Calle-abierta-infantil/?vgnextfmt=default&vgnextoid=6ef0157f943cf810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/PuenteVallecas/Actividades/ficheros/0106Cai.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-magia-existe/?vgnextfmt=default&vgnextoid=fd491dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Ludoteca,"Sábados 3, 10, 17, 24 y 31 de mayo, de 10:30 a 13:30 h.",entre 4 y 10 años,"Actividad gratuita y de carácter abierto, sin inscripción previa, para niños y niñas con edades comprendidas entre 4 y 10 años.. Actividad gratuita y de carácter abierto, sin inscripción previa, para niños y niñas con edades comprendidas entre 4 y 10 años.",No especificada,sábado,de 10:30 a 13:30 h,Del sábado 3 de mayo de 2025 al sábado 31 de mayo de 2025,Centro Sociocultural Alfonso XII (Fuencarral - El Pardo),"CALLE MIRA EL RIO, 4 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Sociocultural-Alfonso-XII-Fuencarral-El-Pardo-Mayo-2025/?vgnextfmt=default&vgnextoid=4f88d17704a1c810VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Ludoteca/?vgnextfmt=default&vgnextoid=7b9d3a03802e2910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
